NDC,MegaChainNameNew,AffilID,unit_cost,unit_retail_price
69097082112,REG CHAIN,9000074,0.4888,0.8729
69097082112,REG CHAIN,9000137,0.3137,0.6602
69097082112,THE KROGER COMPANY,9000010,0.2707,0.4929
69097083305,THE KROGER COMPANY,9000085,0.305,0.6375
69097083512,CVS,9000009,6.825,18.9879
69097083512,REG CHAIN,9000074,3.0208,3.125
69097083512,THE KROGER COMPANY,9000010,0.4371,0.6144
69097086107,CVS,9000373,1.7018,2.258
69097086707,CVS,9000064,2.0793,2.8054
69097094312,THE KROGER COMPANY,9000010,0.2817,6.6666
69097096793,REG CHAIN,9000074,0.7469,3.1382
69206012090,CVS,9000009,1.9796,7.2938
69238105103,REG CHAIN,9000363,50.3792,83.7417
69238183007,WALGREENS,9000037,2.7375,14.9875
69238183107,THE KROGER COMPANY,9000085,0.4892,0.4999
69238183107,THE KROGER COMPANY,9000147,0.4892,0.5055
69238183107,THE KROGER COMPANY,9000153,0.4892,0.4999
69238183207,THE KROGER COMPANY,9000817,0.3315,0.4999
69238183407,CVS,9000009,0.4788,0.4996
69238183407,THE KROGER COMPANY,9000937,0.4892,0.4996
69238183501,REG CHAIN,9000137,0.5418,0.76
69238184001,INDEPENDENT,0000000,0.665,1.4258
69238184101,THE KROGER COMPANY,9000495,0.8788,1.354
69238199201,PSAO,9009783,0.6135,3.5887
69238207707,REG CHAIN,9000367,0.2933,0.6873
69238207901,WALGREENS,9000037,1.625,4.9958
69315013401,INDEPENDENT,0000000,0.5337,1.1975
69315013601,ALBERTSON'S/SAFEWAY,9000026,0.4817,0.9454
69315013601,RITE AID CORP,9000045,0.9732,2.1411
69315020906,WALGREENS,9000037,0.0892,0.0909
69315021101,RITE AID CORP,9000045,0.4044,1.1804
69355041203,THE KROGER COMPANY,9000428,0.4938,1.3748
69367019890,WALGREENS,9000037,0.9233,0.9442
69367019901,WALGREENS,9000037,0.8713,0.8869
69367022209,RITE AID CORP,9000045,0.4921,1.4125
69367028009,WALGREENS,9000037,3.5525,5.1756
69367028109,INDEPENDENT,0000000,2.155,6.7958
69367032116,WALGREENS,9000037,0.0773,0.1916
69452014220,CVS,9000373,0.8958,0.9996
69452015120,INDEPENDENT,0000000,8.625,45.7188
69452015120,PSAO,9001251,2.475,3.8375
69452015120,RITE AID CORP,9000045,1.7563,4.9969
69543025810,INDEPENDENT,0000000,0.5421,1.055
69543026010,REG CHAIN,9000912,0.3431,0.8407
69543026810,ALBERTSON'S/SAFEWAY,9000950,1.465,1.6238
69543035610,ALBERTSON'S/SAFEWAY,9000950,0.2899,0.579
69543035610,THE KROGER COMPANY,9000468,0.5308,0.5413
69543040930,CVS,9000064,1.2158,4.4996
69680011225,INDEPENDENT,0000000,14.55,62.5
69680011225,RITE AID CORP,9000045,8.2625,26.2438
69784050101,CVS,9000009,1.1286,1.1509
69842054478,CVS,9000009,0.135,0.1412
69842081266,CVS,9000009,1.5104,1.6063
69918030130,THE KROGER COMPANY,9000428,3.1704,6.4581
69918030130,WALGREENS,9000037,8.7,14.9875
70000044101,ALBERTSON'S/SAFEWAY,9000950,0.4737,0.5704
70010001101,REG CHAIN,9000755,5.5617,11.9371
70010001301,WALGREENS,9000037,8.0009,14.2848
70010004201,WALGREENS,9000037,7.1667,12.4542
70010014701,ALBERTSON'S/SAFEWAY,9000950,0.5056,2.354
70010049105,ALBERTSON'S/SAFEWAY,9000950,0.1254,0.5832
70010049105,THE KROGER COMPANY,9000010,0.1958,0.2082
70010049105,THE KROGER COMPANY,9000147,0.2392,0.2496
70010049105,THE KROGER COMPANY,9000468,0.1472,0.2082
70010075401,REG CHAIN,9000912,0.2965,0.6349
70010077001,ALBERTSON'S/SAFEWAY,9000050,1.0938,1.7385
70010077001,PSAO,9000756,0.5154,1.5171
70010077001,REG CHAIN,9000467,0.2467,0.9076
70010077001,THE KROGER COMPANY,9000085,0.5258,0.7499
70121104902,CVS,9000009,14.4125,19.1125
70121104902,REG CHAIN,9000074,18.1375,49.9375
70408014634,INDEPENDENT,0000000,0.084,0.2133
70700016406,INDEPENDENT,0000000,35.0375,56.4187
70710113703,CVS,9000009,10.0875,14.9875
70710116101,ALBERTSON'S/SAFEWAY,9000950,0.4125,0.6246
70710122501,WALGREENS,9000037,0.4971,0.8816
70710159101,REG CHAIN,9000074,1.6379,5.7062
70954000520,REG CHAIN,9000017,0.5228,0.7842
70954001910,THE KROGER COMPANY,9000468,0.6421,1.1246
70954002110,THE KROGER COMPANY,9000428,0.8704,2.0829
70954005820,THE KROGER COMPANY,9000605,0.254,0.3331
70954005920,WALGREENS,9000037,1.3875,7.4938
70954008510,RITE AID CORP,9000045,1.3942,1.415
70954013610,WALGREENS,9000037,1.1808,3.5496
70954021210,CVS,9000009,0.6804,1.0705
70954026110,WALGREENS,9000037,0.1816,0.4758
71288040302,WALGREENS,9000037,5.0375,14.9875
71321080060,CVS,9000009,0.46,0.4763
71321080060,CVS,9000064,0.4048,0.4763
71351001760,CVS,9000009,1.0562,1.364
72205001190,CVS,9000373,4.37,7.9165
72205001690,INDEPENDENT,0000000,2.1064,10.6736
72205003960,THE KROGER COMPANY,9000085,4.1537,12.1769
74312000139,REG CHAIN,9000074,0.1461,0.4299
74312000530,WALGREENS,9000037,0.1046,0.1976
74312001380,REG CHAIN,9000482,0.2854,0.3115
74312001380,REG CHAIN,9000742,0.1265,0.13
74312001380,WALGREENS,9000037,0.34,0.3713
74312002060,WALGREENS,9000037,0.2107,0.2464
74312002610,RITE AID CORP,9000045,0.1808,0.1933
74312007090,WALGREENS,9000037,0.1504,0.4996
74312007961,RITE AID CORP,9000045,0.2,0.225
74312013430,RITE AID CORP,9000045,0.2725,0.3446
74312013437,CVS,9000009,0.2033,0.2137
74312017621,CVS,9000009,0.125,0.1303
74312053098,RITE AID CORP,9000045,0.2696,0.3396
74312071950,WALGREENS,9000037,0.4104,0.4365
75826011410,INDEPENDENT,0000000,2.5667,7.9722
75826011410,REG CHAIN,9000994,1.8847,3.5444
75826011510,CVS,9000064,7.9375,14.9875
75826011510,REG CHAIN,9001978,1.2333,5.7192
75826011510,THE KROGER COMPANY,9000085,2.9792,4.4771
75834002012,RITE AID CORP,9000045,3.2542,4.9958
76439035310,ALBERTSON'S/SAFEWAY,9000950,0.3682,0.579
76439040390,CVS,9000009,2.1887,3.4717
79854050032,CVS,9000009,0.1244,0.1298
79854050032,CVS,9000373,0.0674,0.07
80681000400,CVS,9000009,0.1654,0.1767
80681000400,CVS,9000373,0.1121,0.1581
80681000500,INDEPENDENT,0000000,0.2338,0.5537
80681000900,REG CHAIN,9000074,0.3908,0.5813
80681000900,REG CHAIN,9000594,0.1606,0.1804
80681000900,THE KROGER COMPANY,9000010,0.2183,0.2288
80681000900,THE KROGER COMPANY,9000147,0.1472,0.2221
80681000900,THE KROGER COMPANY,9000468,0.2183,0.2288
80681001900,REG CHAIN,9000074,0.1923,0.2906
80681002500,WALGREENS,9000037,0.1158,0.1954
80681002900,REG CHAIN,9000366,0.0676,0.0694
80681002900,REG CHAIN,9000743,0.0698,0.0909
80681002900,THE KROGER COMPANY,9000605,0.0804,0.1492
80681004500,CVS,9000373,0.0474,0.1237
80681005800,INDEPENDENT,0000000,0.0661,0.3738
80681007200,ALBERTSON'S/SAFEWAY,9000050,0.3225,0.3329
80681007200,CVS,9000373,0.0368,0.0462
80681007400,REG CHAIN,9000482,0.1317,0.1438
80681009700,RITE AID CORP,9000045,0.1546,0.4579
80681009800,ALBERTSON'S/SAFEWAY,9000950,0.1938,0.3329
80681009800,CVS,9000009,0.0835,0.1592
80681009800,CVS,9000064,0.0688,0.0719
80681009800,THE KROGER COMPANY,9000010,0.2042,0.3121
80681009800,THE KROGER COMPANY,9000937,0.0792,0.3193
80681009900,RITE AID CORP,9000045,0.1129,0.1233
80681011600,WALGREENS,9000037,0.0992,0.2079
80681013700,RITE AID CORP,9000045,0.1308,0.1629
80681016500,RITE AID CORP,9000045,0.1138,0.1242
80681016900,ALBERTSON'S/SAFEWAY,9000950,0.3225,0.3329
80681017000,ALBERTSON'S/SAFEWAY,9001062,0.1353,0.1388
80681017000,ALBERTSON'S/SAFEWAY,9001929,0.3225,0.3329
80681017000,REG CHAIN,9000646,0.2179,0.2662
80681017000,THE KROGER COMPANY,9000817,0.1419,0.2429
00005445174,ALBERTSON'S/SAFEWAY,9000950,0.1436,0.1762
00054001925,PSAO,9000909,2.385,3.3725
00054001925,REG CHAIN,9001978,2.9344,18.7469
00054002511,CVS,9000373,8.5938,14.5906
00054014025,INDEPENDENT,0000000,0.2821,0.7
00054023525,CVS,9000064,1.0946,2.1411
00054023525,INDEPENDENT,0000000,0.7317,3.0438
00054023525,REG CHAIN,9000467,3.0094,3.1219
00054023525,THE KROGER COMPANY,9000937,0.4651,0.6499
00054023625,CVS,9000009,1.6229,2.4979
00054023863,REG CHAIN,9000017,0.0786,0.118
00054024425,CVS,9000009,1.8725,2.9975
00054024525,CVS,9000009,2.6925,3.2475
00054038663,INDEPENDENT,0000000,1.0817,2.4908
00054060313,INDEPENDENT,0000000,4.8712,18.3433
00054063905,CVS,9000064,24.1344,61.8719
00054372763,CVS,9000373,0.1761,0.2374
00054417925,ALBERTSON'S/SAFEWAY,9000026,0.2432,0.357
00054418025,ALBERTSON'S/SAFEWAY,9000950,1.5219,1.5609
00054418025,CVS,9000064,1.4542,4.9958
00054418125,ALBERTSON'S/SAFEWAY,9001929,11.6375,17.4875
00054418125,CVS,9000373,3.5,14.9875
00054418125,THE KROGER COMPANY,9000428,0.7175,0.7488
00054418125,THE KROGER COMPANY,9000605,0.7175,0.7488
00054418325,INDEPENDENT,0000000,2.4475,5.7425
00054418325,RITE AID CORP,9000045,1.1521,2.4979
00054418325,WALGREENS,9000037,2.9375,14.9875
00054418425,RITE AID CORP,9000045,4.925,14.9875
00054418425,THE KROGER COMPANY,9000428,1.9179,1.9625
00054418625,CVS,9000373,5.35,14.9875
00054429731,CVS,9000064,0.2073,0.3456
00054429731,REG CHAIN,9000074,0.3021,0.3125
00054429931,REG CHAIN,9000003,0.8844,1.249
00054429931,REG CHAIN,9000743,0.2771,0.7648
00054430125,WALGREENS,9000037,2.3667,4.9958
00054452725,CVS,9000009,0.6594,1.8734
00054458111,ALBERTSON'S/SAFEWAY,9000950,2.63,7.3525
00054474125,REG CHAIN,9000137,0.171,0.6122
00093005301,RITE AID CORP,9000045,0.8098,1.071
00093005301,WALGREENS,9000037,1.4025,2.9975
00093030801,WALGREENS,9000037,1.4675,1.4988
00093031101,CVS,9000064,1.2,1.4988
00093031101,INDEPENDENT,0000000,0.875,2.6505
00093031101,RITE AID CORP,9000045,1.4214,2.1411
00093031101,WALGREENS,9000037,2.5917,4.9958
00093031401,ALBERTSON'S/SAFEWAY,9000950,3.7925,5.4225
00093031401,PSAO,9009915,2.1635,5.3281
00093031401,REG CHAIN,9000467,1.8742,2.6967
00093031401,THE KROGER COMPANY,9000085,1.6975,2.8119
00093031801,CVS,9000373,0.2742,0.2776
00093031801,REG CHAIN,9000664,0.2539,1.1499
00093032001,ALBERTSON'S/SAFEWAY,9000950,0.4251,1.4999
00093032001,CVS,9000064,0.3648,0.4166
00093032101,CVS,9000373,3.175,3.7469
00093071101,ALBERTSON'S/SAFEWAY,9000950,1.4042,2.8844
00093071101,INDEPENDENT,0000000,0.6154,3.334
00093077198,REG CHAIN,9000743,0.2946,0.2996
00093081001,CVS,9000009,1.7,2.4979
00093083205,INDEPENDENT,0000000,0.2027,4.3792
00093083205,PSAO,9000320,0.3992,1.5437
00093092810,THE KROGER COMPANY,9000605,0.4863,1.1665
00093094801,ALBERTSON'S/SAFEWAY,9000950,0.9433,3.0144
00093094801,INDEPENDENT,0000000,0.9381,4.4515
00093094801,REG CHAIN,9000074,2.1528,2.4931
00093094801,THE KROGER COMPANY,9000010,0.9485,2.0727
00093100301,CVS,9000009,3.1188,3.7469
00093100301,REG CHAIN,9000137,0.1867,0.5374
00093100301,REG CHAIN,9000594,0.3038,1.3956
00093100301,REG CHAIN,9000755,0.3294,0.5206
00093100301,WALMART PHARMACY,9000057,0.7167,0.7344
00093106001,WALGREENS,9000037,1.4138,2.3537
00093106101,WALGREENS,9000037,1.2533,1.2742
00093117701,REG CHAIN,9000074,2.6687,4.1563
00093206406,REG CHAIN,9000137,0.3412,1.2554
00093206406,WALGREENS,9000037,1.745,2.2738
00093220305,WALGREENS,9000037,1.425,7.4938
00093220401,CVS,9000009,1.9812,7.4938
00093220401,REG CHAIN,9000664,0.3081,0.5466
00093226701,CVS,9000009,0.76,1.4988
00093226801,THE KROGER COMPANY,9000428,0.6384,0.8747
00093227234,CVS,9000373,3.32,5.5994
00093312301,RITE AID CORP,9000045,0.7709,1.5934
00093312301,WALGREENS,9000037,1.075,1.0973
00093312501,ALBERTSON'S/SAFEWAY,9000950,1.6862,2.7987
00093312501,CVS,9000064,1.1581,1.6122
00093321205,INDEPENDENT,0000000,0.211,0.3256
00093321205,WALGREENS,9000037,2.275,7.4938
00093342505,WALGREENS,9000037,3.3,14.9875
00093342605,WALGREENS,9000037,3.825,14.9875
00093360782,CVS,9000009,105.475,168.7375
00093360782,WALMART PHARMACY,9000057,126.575,127.1125
00093360882,INDEPENDENT,0000000,85.975,228.5125
00093360882,RITE AID CORP,9000045,55.075,174.9958
00093360882,WALGREENS,9000037,120.3375,173.7438
00093360982,INDEPENDENT,0000000,118.3375,231.725
00093520006,CVS,9000009,3.2214,3.2661
00093520006,CVS,9000373,2.6108,3.1658
00093520006,WALMART PHARMACY,9000057,0.3798,1.3037
00093534156,CVS,9000009,37.3875,87.2488
00093534256,CVS,9000064,25.05,42.4958
00093534356,ALBERTSON'S/SAFEWAY,9000050,0.8158,20.1246
00093534356,CVS,9000009,40.85,92.4875
00093553901,WALMART PHARMACY,9000057,0.8788,13.3258
00093557256,CVS,9000064,12.275,23.7458
00093557256,REG CHAIN,9000074,18.5938,33.9479
00093573101,CVS,9000373,2.5589,6.4277
00093573101,REG CHAIN,9000664,2.4271,5.0621
00093720198,ALBERTSON'S/SAFEWAY,9001929,0.3057,1.0832
00093720198,CVS,9000373,1.3558,1.3662
00093720298,CVS,9000009,7.3375,7.4938
00093811856,RITE AID CORP,9000045,3.8318,7.2616
00093820401,REG CHAIN,9000074,0.8196,1.9156
00093834301,REG CHAIN,9000074,0.4642,0.8313
00093834301,THE KROGER COMPANY,9000153,0.2463,0.4999
00093873901,CVS,9000009,4.7313,7.4938
00115152210,REG CHAIN,9000664,8.3575,12.7165
00115164301,THE KROGER COMPANY,9000428,1.0025,1.9443
00115164501,ALBERTSON'S/SAFEWAY,9001929,1.4108,3.9038
00115164501,THE KROGER COMPANY,9000428,2.9196,3.7499
00115166201,INDEPENDENT,0000000,0.3974,1.7785
00115166201,WALGREENS,9000037,1.4854,2.4979
00115169301,CVS,9000009,2.4458,2.4979
00115172501,ALBERTSON'S/SAFEWAY,9000950,4.5299,6.6379
00115172501,CVS,9000064,3.8931,6.6018
00115180301,ALBERTSON'S/SAFEWAY,9000026,0.2144,0.4401
00115180401,PSAO/LTC,9000894,0.3379,0.6525
00115351101,ALBERTSON'S/SAFEWAY,9001008,0.395,1.3566
00115351101,RITE AID CORP,9000045,2.28,2.9975
00115351101,THE KROGER COMPANY,9000428,0.7588,1.1319
00115351101,WALGREENS,9000037,0.8838,0.8994
00115521116,CVS,9000064,2.0688,2.4979
00115521116,INDEPENDENT,0000000,1.0112,3.4067
00115521116,RITE AID CORP,9000045,0.635,1.4581
00115703301,CVS,9000009,1.6225,2.9975
00115703301,WALMART PHARMACY,9000057,0.9019,0.9056
00115991901,CVS,9000064,6.2825,10.4579
00121067585,CVS,9000009,0.8175,2.9975
00121075908,CVS,9000064,0.5983,0.9992
00121075908,INDEPENDENT,0000000,1.145,2.89
00121075908,RITE AID CORP,9000045,0.9625,2.4979
00121075908,WALGREENS,9000037,1.4813,7.4938
00121087316,CVS,9000373,0.4037,1.4988
00121087316,THE KROGER COMPANY,9000428,0.1196,0.1248
00121092616,CVS,9000064,0.3799,0.4086
00143301801,REG CHAIN,9000003,5.9429,9.7912
00143301801,THE KROGER COMPANY,9000495,6.4683,8.1658
00143312601,CVS,9000064,0.9406,1.249
00143980305,REG CHAIN,9000227,0.9241,4.9996
00143980305,THE KROGER COMPANY,9000605,1.3679,5.5413
00143992701,REG CHAIN,9000755,0.4675,0.4988
00143992701,THE KROGER COMPANY,9000468,1.6125,1.6646
00143992801,THE KROGER COMPANY,9000817,0.845,1.6244
00168035756,CVS,9000064,30.5,67.4875
00168035756,INDEPENDENT,0000000,10.6775,62.3917
00172392570,THE KROGER COMPANY,9000010,0.2269,0.3331
00172392570,THE KROGER COMPANY,9000147,7.175,7.4875
00172392570,THE KROGER COMPANY,9000468,0.4783,0.4992
00172392670,CVS,9000373,3.375,14.9875
00172392670,REG CHAIN,9000044,7.175,7.4875
00172392670,THE KROGER COMPANY,9000605,1.7938,1.8719
00172392770,ALBERTSON'S/SAFEWAY,9000950,0.858,1.1598
00172392770,CVS,9000064,3.5375,14.9875
00172392770,INDEPENDENT,0000000,0.2075,0.6669
00172572860,PSAO/LTC,9000894,0.4306,3.215
00172572860,REG CHAIN,9000044,0.5731,1.1869
00172572860,REG CHAIN,9000137,0.1873,1.0356
00178055001,RITE AID CORP,9000045,0.3404,0.4999
00185027701,THE KROGER COMPANY,9000428,1.3575,2.2912
00185032501,WALGREENS,9000037,2.5607,3.3554
00185064901,CVS,9000009,0.1426,0.1526
00223172001,CVS,9000009,0.081,0.0844
00223172001,REG CHAIN,9000074,0.0541,0.0931
00223176001,CVS,9000009,0.1758,0.1849
00228212750,CVS,9000373,0.6639,1.6653
00228212750,PSAO,9009915,0.6088,1.0056
00228212750,REG CHAIN,9000664,0.2148,0.5082
00228234810,REG CHAIN,9000074,1.0018,1.6057
00228254010,PSAO,9000448,0.3899,0.7096
00228254010,REG CHAIN,9000137,0.3815,0.6465
00228262011,REG CHAIN,9000912,0.3285,1.1177
00228262011,WALMART PHARMACY,9000057,0.5497,0.7942
00228263111,WALGREENS,9000037,1.2552,1.5615
00228315303,CVS,9000009,13.7,14.9875
00228315603,WALGREENS,9000037,5.5625,7.4938
00228331503,REG CHAIN,9000074,10.8571,22.9146
00228331603,CVS,9000009,15.175,15.4875
00280210032,RITE AID CORP,9000045,1.2375,1.6625
00363022434,WALGREENS,9000037,0.1767,0.1975
00378005301,RITE AID CORP,9000045,0.6129,1.6246
00378005301,WALGREENS,9000037,4.3375,14.9875
00378027701,CVS,9000009,2.4213,2.6862
00378042401,REG CHAIN,9000467,0.9342,2.5003
00378043401,WALGREENS,9000037,2.9575,3.1362
00378086001,CVS,9000009,3.5675,4.3475
00378086001,WALMART PHARMACY,9000057,1.3983,3.3329
00378097301,CVS,9000009,4.5018,8.7304
00378107593,CVS,9000009,3.4792,6.9158
00378107793,REG CHAIN,9000074,10.0125,12.4688
00378107893,RITE AID CORP,9000045,3.7029,6.4165
00378172393,RITE AID CORP,9000045,4.9279,8.6662
00378172393,WALGREENS,9000037,4.3133,9.2912
00378416001,CVS,9000009,4.7375,7.4938
00378416201,CVS,9000009,8.3375,8.4938
00378439177,WALGREENS,9000037,14.255,28.0738
00378456105,REG CHAIN,9000646,0.3773,0.8748
00378456105,REG CHAIN,9000743,0.319,0.8029
00378580793,PSAO/LTC,9000894,0.6983,5.4437
00378581577,CVS,9000009,7.3375,7.4938
00378581577,REG CHAIN,9000664,0.8157,7.9693
00378606001,CVS,9000064,1.4521,2.0748
00378612001,CVS,9000064,2.0408,3.4579
00378632001,CVS,9000009,3.4667,4.9958
00378632577,WALGREENS,9000037,9.8625,14.9875
00378802093,WALGREENS,9000037,4.7883,5.9579
00406012305,ALBERTSON'S/SAFEWAY,9000050,0.7106,1.6681
00406012305,INDEPENDENT,0000000,1.3,2.426
00406012305,THE KROGER COMPANY,9000468,1.025,1.0696
00406012405,THE KROGER COMPANY,9000817,0.2317,0.9512
00406012505,PSAO,9009783,0.3694,1.7977
00406012505,THE KROGER COMPANY,9000468,0.4021,1.2288
00406048410,CVS,9000373,1.125,2.4979
00406048410,PSAO,9009915,0.6768,1.6821
00406052301,ALBERTSON'S/SAFEWAY,9000026,0.3835,1.5352
00406114201,WALGREENS,9000037,2.0063,7.4938
00406114401,CVS,9000009,0.8167,1.229
00406117003,ALBERTSON'S/SAFEWAY,9000950,1.6508,3.8075
00406117003,THE KROGER COMPANY,9000153,1.2758,3.3121
00406117003,THE KROGER COMPANY,9000468,1.2654,3.3121
00406186001,WALGREENS,9000037,6.4954,12.5403
00406324401,CVS,9000009,0.9675,0.9912
00406324901,ALBERTSON'S/SAFEWAY,9000026,0.491,1.7272
00406575501,ALBERTSON'S/SAFEWAY,9000950,0.9342,1.0575
00406577101,RITE AID CORP,9000045,0.7338,0.7494
00406851501,REG CHAIN,9000743,0.3257,2.4161
00406851501,RITE AID CORP,9000045,0.9363,1.6869
00406851501,WALGREENS,9000037,3.0958,4.9958
00406996001,CVS,9000009,3.8583,11.2496
00406996001,WALMART PHARMACY,9000057,2.7133,6.1158
00472008216,WALGREENS,9000037,1.45,1.9984
00472103016,THE KROGER COMPANY,9000085,0.2238,0.229
00487990130,RITE AID CORP,9000045,0.5771,1.25
00487990130,WALGREENS,9000037,0.5592,3.6248
00527131301,THE KROGER COMPANY,9000085,0.3846,2.0624
00527155201,ALBERTSON'S/SAFEWAY,9000950,0.924,2.2019
00527155201,CVS,9000064,0.9675,2.2746
00527155201,INDEPENDENT,0000000,1.4779,2.9444
00527169505,REG CHAIN,9000743,0.62,5.7538
00527193006,CVS,9000373,5.1006,7.9994
00527217037,REG CHAIN,9000467,1.8297,3.5182
00527296237,REG CHAIN,9000074,4.725,10.7063
00527409437,RITE AID CORP,9000045,2.1175,7.4994
00527409437,WALGREENS,9000037,4.095,7.4475
00527457937,CVS,9000009,4.4312,7.4771
00527811237,REG CHAIN,9000074,3.7517,17.3313
00536123201,ALBERTSON'S/SAFEWAY,9000050,0.4838,0.4994
00536123201,CVS,9000064,0.0813,0.0871
00536123201,REG CHAIN,9000003,0.1437,0.4996
00536123201,REG CHAIN,9000074,0.7562,1.2455
00536124701,REG CHAIN,9000482,0.3021,0.3125
00536124701,THE KROGER COMPANY,9000085,0.1142,0.1246
00536129901,THE KROGER COMPANY,9000085,0.2133,0.2492
00536130608,ALBERTSON'S/SAFEWAY,9000950,2.4188,2.4969
00536132213,ALBERTSON'S/SAFEWAY,9000950,0.8129,1.0576
00536132213,CVS,9000064,1.0455,1.0804
00536132701,REG CHAIN,9000664,0.1017,0.1121
00536322301,ALBERTSON'S/SAFEWAY,9000950,0.1083,0.1159
00536322301,INDEPENDENT,0000000,0.1627,0.2094
00536408501,CVS,9000009,0.0908,0.1383
00536408501,CVS,9000373,0.0883,0.1215
00536408501,REG CHAIN,9000137,0.1089,0.1749
00536440601,CVS,9000009,0.081,0.4742
00536440601,REG CHAIN,9000137,0.1575,0.3329
00536703801,CVS,9000009,0.1358,0.1393
00548585000,CVS,9000373,87.9375,369.9875
00555003302,ALBERTSON'S/SAFEWAY,9000050,0.3333,0.6172
00555003302,REG CHAIN,9000074,0.2769,0.3323
00555015802,CVS,9000009,0.8014,1.6653
00555015802,WALMART PHARMACY,9000057,0.7557,0.7652
00555032402,CVS,9000009,1.5183,1.9408
00555032402,WALMART PHARMACY,9000057,1.2121,1.4481
00555048302,CVS,9000009,2.075,2.9975
00555048302,WALMART PHARMACY,9000057,0.6482,0.6574
00555077502,CVS,9000064,1.9163,2.1246
00555077502,RITE AID CORP,9000045,0.826,2.6456
00555077502,WALGREENS,9000037,2.2732,3.0696
00555087202,CVS,9000064,0.8375,2.1411
00555087202,PSAO,9000938,0.4779,1.0163
00555087202,REG CHAIN,9000074,0.4779,0.4979
00555087202,THE KROGER COMPANY,9000468,0.2067,0.4999
00555088702,CVS,9000373,0.4892,10.3124
00555088702,PSAO,9000756,0.5496,1.3479
00555088702,REG CHAIN,9000664,0.2808,0.2913
00555089902,ALBERTSON'S/SAFEWAY,9000950,0.5175,1.2371
00555089902,REG CHAIN,9000467,0.1979,0.2083
00555097102,CVS,9000009,2.5328,2.7797
00555097302,REG CHAIN,9000743,0.7083,2.1738
00555097402,REG CHAIN,9000074,1.2929,2.6741
00574027930,CVS,9000064,5.3421,6.6246
00574029201,REG CHAIN,9000074,0.5171,1.7479
00574050801,ALBERTSON'S/SAFEWAY,9000050,0.3933,0.4037
00574050801,REG CHAIN,9000074,0.0971,0.0996
00574050801,REG CHAIN,9000755,0.1537,0.1642
00574050801,THE KROGER COMPANY,9000010,0.2367,0.2602
00574060801,CVS,9000373,0.0978,0.1013
00574082701,INDEPENDENT,0000000,25.0625,29.2375
00574082701,THE KROGER COMPANY,9000468,14.2344,94.0594
00591039501,RITE AID CORP,9000045,2.4904,3.4162
00591039501,WALGREENS,9000037,3.3175,4.5975
00591264101,THE KROGER COMPANY,9000468,2.3963,10.0204
00591455022,CVS,9000009,15.8187,20.5562
00591455022,REG CHAIN,9000074,12.1482,19.192
00591457560,RITE AID CORP,9000045,44.95,63.7482
00591457560,WALGREENS,9000037,28.9625,69.9875
00591578301,WALGREENS,9000037,1.4675,1.4988
00603021321,CVS,9000009,0.1725,0.183
00603150858,CVS,9000064,0.3717,0.5995
00603243921,CVS,9000009,1.4281,3.7469
00603516721,CVS,9000064,1.3375,1.6653
00603516721,INDEPENDENT,0000000,0.8375,1.8879
00603516721,THE KROGER COMPANY,9000147,0.2963,1.2395
00641037625,INDEPENDENT,0000000,3.05,9.075
00781106110,REG CHAIN,9000074,0.2042,0.749
00781107710,WALGREENS,9000037,3.725,14.9875
00781107905,CVS,9000009,4.875,14.9875
00781107905,WALMART PHARMACY,9000057,0.3765,0.5019
00781187431,CVS,9000009,3.3339,4.5339
00781187431,WALMART PHARMACY,9000057,2.3546,7.2471
00781194339,ALBERTSON'S/SAFEWAY,9000950,6.7175,8.7931
00781194339,PSAO,9000756,6.5522,8.1071
00781207410,THE KROGER COMPANY,9000010,0.4475,0.4579
00781207410,THE KROGER COMPANY,9000147,0.2981,0.4513
00781207410,THE KROGER COMPANY,9000468,0.2946,0.4513
00781210301,ALBERTSON'S/SAFEWAY,9000026,0.7078,4.7364
00781214501,CVS,9000373,0.7049,0.8612
00781214501,THE KROGER COMPANY,9000428,0.5579,0.6665
00781234301,WALGREENS,9000037,6.2232,10.2482
00781236801,INDEPENDENT,0000000,2.0358,4.8079
00781236801,WALGREENS,9000037,4.2857,9.8732
00781320785,WALGREENS,9000037,36.5375,48.8625
00781320885,WALGREENS,9000037,23.4375,75.6125
00781801601,WALMART PHARMACY,9000057,1.0221,1.3765
00781801731,CVS,9000009,4.8308,5.7496
00832011100,CVS,9000009,3.8958,4.9958
00832011100,REG CHAIN,9000664,1.3592,2.9079
00832022500,CVS,9000064,4.1964,5.4906
00832022600,REG CHAIN,9000074,3.9508,7.2281
00832022700,RITE AID CORP,9000045,3.7514,8.8938
00832022700,WALGREENS,9000037,4.4688,7.4089
00832022800,RITE AID CORP,9000045,6.1475,14.9987
00832022800,WALGREENS,9000037,6.1417,13.0019
00832107130,REG CHAIN,9000074,7.2896,10.8531
00832107430,CVS,9000009,10.4089,26.2482
00832107430,REG CHAIN,9000074,20.1862,32.2299
00832121100,REG CHAIN,9000074,0.5413,0.7308
00832121300,RITE AID CORP,9000045,0.5476,0.8749
00832121600,REG CHAIN,9000137,0.3975,0.7647
00832121600,RITE AID CORP,9000045,0.383,1.0413
00832121600,WALGREENS,9000037,1.95,7.4938
00832121700,REG CHAIN,9000074,0.3144,0.876
00832167011,WALGREENS,9000037,2.15,2.1946
00832712211,CVS,9000009,0.3621,0.9526
00832712315,CVS,9000373,1.0625,1.8412
