HICL_SEQNO,MEDID,NDC,DrugName,Slug,genericDrugName,formLabel,strength,brandgeneric_code,brandgeneric_desc,DescriptionHeader,Description,DescriptionFooter,Contradictions_Header,Contradictions,SideEffects_Header,SideEffects,SideEffects_Footer
2812,179127,51672403401,warfarin,warfarin,warfarin,Tablet,7.5 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,195545,51672402901,warfarin,warfarin,warfarin,Tablet,2.5 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,211105,51672403101,warfarin,warfarin,warfarin,Tablet,4 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,213056,51672403001,warfarin,warfarin,warfarin,Tablet,3 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,222593,51672403301,warfarin,warfarin,warfarin,Tablet,6 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,245864,51672402801,warfarin,warfarin,warfarin,Tablet,2 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,247449,51672403201,warfarin,warfarin,warfarin,Tablet,5 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,274752,51672402701,warfarin,warfarin,warfarin,Tablet,1 mg,1,Generic,What is Warfarin Sodium?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Warfarin Sodium may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Warfarin Sodium?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Warfarin Sodium?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Warfarin Sodium. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2812,452455,00832121600,Jantoven,Jantoven,warfarin,Tablet,5 mg,2,Brand,What is Jantoven?,"WARFARIN (WAR far in) is an anticoagulant. It is used to treat or prevent clots in the veins, arteries, lungs, or heart.",Jantoven may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Jantoven?,"They need to know if you have any of these conditions:\n\n  -alcoholism\n  -anemia\n  -bleeding disorders\n  -cancer\n  -diabetes\n  -heart disease\n  -high blood pressure\n  -history of bleeding in the gastrointestinal tract\n  -history of stroke or other brain injury or disease\n  -kidney or liver disease\n  -protein C deficiency\n  -protein S deficiency\n  -psychosis or dementia\n  -recent injury, recent or planned surgery or procedure\n  -an unusual or allergic reaction to warfarin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Jantoven?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -heavy menstrual bleeding or vaginal bleeding\n  -painful, blue or purple toes\n  -painful skin ulcers that do not go away\n  -signs and symptoms of bleeding such as bloody or black, tarry stools; red or dark-brown urine; spitting up blood or brown material that looks like coffee grounds; red spots on the skin; unusual bruising or bleeding from the eye, gums, or nose\n  -signs and symptoms of a blood clot such as chest pain; shortness of breath; pain, swelling, or warmth in the leg\n  -signs and symptoms of a stroke such as changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of coordination\n  -stomach pain\n  -unusually weak or tired\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -diarrhea\n  -hair loss",This list may not describe all possible side effects for Jantoven. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2819,208837,60505003306,pentoxifylline,pentoxifylline,pentoxifylline,"Tablet, Extended Release",400 mg,1,Generic,What is Pentoxifylline?,"PENTOXIFYLLINE (pen tox I fi leen) improves blood flow. This medicine helps to decrease the pain, discomfort, or cramps you can get from having poor circulation in your legs.",Pentoxifylline may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Pentoxifylline?,"They need to know if you have any of these conditions:\n-kidney or liver disease\n-previous bleeding in the head or retina\n-an unusual or allergic reaction to pentoxifylline, caffeine, theophylline, other medicines, foods, dyes, or preservatives\n-pregnant or trying to get pregnant\n-breast-feeding",What side effects may I notice from receiving Pentoxifylline?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n-agitation\n-chest pain, fast or irregular heartbeat\n-flushing\n-seizures\n\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n-dizziness or drowsiness\n-headache\n-indigestion\n-nausea, vomiting",This list may not describe all possible side effects for Pentoxifylline. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2834,276295,00574010603,bromocriptine,bromocriptine,bromocriptine,Tablet,2.5 mg,1,Generic,What is Bromocriptine Mesylate?,"BROMOCRIPTINE (broe moe KRIP teen) is used for several conditions. It may be used to treat high levels of prolactin in the blood due to certain types of tumors. It can also be used to treat acromegaly, a condition where the body makes too much growth hormone. This medicine may also be used to treat Parkinson''s disease.",Bromocriptine Mesylate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Bromocriptine Mesylate?,"They need to know if you have any of these conditions:\n\n  -circulation problems in fingers and toes\n  -diabetes\n  -dementia\n  -heart disease\n  -high or low blood pressure\n  -liver disease\n  -mental illness\n  -migraines with fainting\n  -narcolepsy\n  -seizures\n  -sleep apnea\n  -stomach or intestine problems\n  -stroke\n  -an unusual or allergic reaction to bromocriptine, ergot alkaloids, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Bromocriptine Mesylate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -changes in emotions or moods\n  -changes in vision\n  -chest pain\n  -confusion\n  -depressed mood\n  -falling asleep during normal activities like driving\n  -fast, irregular heartbeat\n  -hallucinations\n  -low blood pressure (dizziness; feeling faint or lightheaded, falls; unusually weak or tired)\n  -new or increased gambling urges, sexual urges, uncontrolled spending, binge or compulsive eating, or other urges\n  -pain, tingling, numbness in the hands or feet\n  -seizures\n  -stroke (changes in vision; confusion; trouble speaking or understanding; severe headaches; sudden numbness or weakness of the face, arm or leg; trouble walking; dizziness; loss of balance or coordination)\n  -trouble breathing\n  -trouble sleeping\n  -uncontrollable movements of the arms, face, head, mouth, neck, or upper body\n  -unusual bleeding or bruising\n  -vomiting\nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -constipation\n  -dizziness\n  -drowsiness\n  -dry mouth\n  -nausea\n  -stuffy nose",This list may not describe all possible side effects for Bromocriptine Mesylate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2841,187414,60505025801,desmopressin,desmopressin,desmopressin,Tablet,0.2 mg,1,Generic,What is Desmopressin Acetate?,DESMOPRESSIN (des moe PRESS in) is a man made form of the hormone vasopressin. It helps to reduce frequent urination and excessive thirst. This medicine is used to treat central diabetes insipidus and bed wetting. It is also used in patients after a head injury or certain brain surgeries.,Desmopressin Acetate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Desmopressin Acetate?,"They need to know if you have any of these conditions:\n\n  -blood clot in the past\n  -cystic fibrosis\n  -heart disease\n  -high blood pressure\n  -kidney disease\n  -low levels of sodium in the blood\n  -an unusual or allergic reaction to desmopressin, vasopressin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Desmopressin Acetate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -breathing problems\n  -chest pain, tightness\n  -change in blood pressure\n  -fast, irregular heart rate\n  -flushing, reddening of the skin\n  -signs and symptoms of low sodium like headache; drowsiness; dizziness; confusion; nausea and vomiting; muscle cramps; restless; or seizures\n  -sudden weight gain\n  -swelling of the legs or ankles\n  -unusually weak or tired\n \nSide effects that usually do not require medical attention (report these to your doctor or health care professional if they continue or are bothersome):\n\n  -dry mouth\n  -headache\n  -mild nausea",This list may not describe all possible side effects for Desmopressin Acetate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2841,299729,60505025701,desmopressin,desmopressin,desmopressin,Tablet,0.1 mg,1,Generic,What is Desmopressin Acetate?,DESMOPRESSIN (des moe PRESS in) is a man made form of the hormone vasopressin. It helps to reduce frequent urination and excessive thirst. This medicine is used to treat central diabetes insipidus and bed wetting. It is also used in patients after a head injury or certain brain surgeries.,Desmopressin Acetate may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Desmopressin Acetate?,"They need to know if you have any of these conditions:\n\n  -blood clot in the past\n  -cystic fibrosis\n  -heart disease\n  -high blood pressure\n  -kidney disease\n  -low levels of sodium in the blood\n  -an unusual or allergic reaction to desmopressin, vasopressin, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Desmopressin Acetate?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -breathing problems\n  -chest pain, tightness\n  -change in blood pressure\n  -fast, irregular heart rate\n  -flushing, reddening of the skin\n  -signs and symptoms of low sodium like headache; drowsiness; dizziness; confusion; nausea and vomiting; muscle cramps; restless; or seizures\n  -sudden weight gain\n  -swelling of the legs or ankles\n  -unusually weak or tired\n \nSide effects that usually do not require medical attention (report these to your doctor or health care professional if they continue or are bothersome):\n\n  -dry mouth\n  -headache\n  -mild nausea",This list may not describe all possible side effects for Desmopressin Acetate. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2846,153056,00456045901,Armour Thyroid,Armour-Thyroid,thyroid (pork),Tablet,60 mg,2,Brand,What is Armour Thyroid?,"LEVOTHYROXINE (lee voe thye ROX een) and LIOTHYRONINE (lye oh THYE roe neen) Porcine, also known as Dessicated Thyroid, is a combination of 2 thyroid hormones. This medicine can improve symptoms of thyroid deficiency such as slow speech, lack of energy, weight gain, hair loss, dry skin, and feeling cold.",Armour Thyroid may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Armour Thyroid?,"They need to know if you have any of these conditions:\n\n  -Addison''s disease or other adrenal gland problem\n  -angina\n  -bone problems\n  -diabetes\n  -dieting or on a weight loss program\n  -fertility problems\n  -heart disease\n  -pituitary gland problem\n  -take medicines that treat or prevent blood clots\n  -an unusual or allergic reaction to levothyroxine, thyroid hormones, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Armour Thyroid?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -anxious\n  -breathing problems\n  -changes in menstrual periods\n  -chest pain\n  -diarrhea\n  -excessive sweating or intolerance to heat\n  -fast or irregular heartbeat\n  -leg cramps\n  -nervousness\n  -swelling of ankles, feet, or legs\n  -tremors\n  -trouble sleeping\n  -vomiting\n \nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -changes in appetite\n  -headache\n  -irritable\n  -nausea\n  -weight loss",This list may not describe all possible side effects for Armour Thyroid. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
2846,162412,00456046001,Armour Thyroid,Armour-Thyroid,thyroid (pork),Tablet,90 mg,2,Brand,What is Armour Thyroid?,"LEVOTHYROXINE (lee voe thye ROX een) and LIOTHYRONINE (lye oh THYE roe neen) Porcine, also known as Dessicated Thyroid, is a combination of 2 thyroid hormones. This medicine can improve symptoms of thyroid deficiency such as slow speech, lack of energy, weight gain, hair loss, dry skin, and feeling cold.",Armour Thyroid may be used for other purposes; ask your health care provider or pharmacist if you have questions,What should I tell my health care provider before I take Armour Thyroid?,"They need to know if you have any of these conditions:\n\n  -Addison''s disease or other adrenal gland problem\n  -angina\n  -bone problems\n  -diabetes\n  -dieting or on a weight loss program\n  -fertility problems\n  -heart disease\n  -pituitary gland problem\n  -take medicines that treat or prevent blood clots\n  -an unusual or allergic reaction to levothyroxine, thyroid hormones, other medicines, foods, dyes, or preservatives\n  -pregnant or trying to get pregnant\n  -breast-feeding",What side effects may I notice from receiving Armour Thyroid?,"Side effects that you should report to your doctor or health care professional as soon as possible:\n\n  -allergic reactions like skin rash, itching or hives, swelling of the face, lips, or tongue\n  -anxious\n  -breathing problems\n  -changes in menstrual periods\n  -chest pain\n  -diarrhea\n  -excessive sweating or intolerance to heat\n  -fast or irregular heartbeat\n  -leg cramps\n  -nervousness\n  -swelling of ankles, feet, or legs\n  -tremors\n  -trouble sleeping\n  -vomiting\n \nSide effects that usually do not require medical attention (report to your doctor or health care professional if they continue or are bothersome):\n\n  -changes in appetite\n  -headache\n  -irritable\n  -nausea\n  -weight loss",This list may not describe all possible side effects for Armour Thyroid. Call your doctor for medical advice about side effects. You may report side effects to FDA at 1-800-FDA-1088.
